18禁	18禁 🔞
叶	叶 🍃 🍂 🍁 🌱 🌿 🥬 ☘ 🍀
叶子	叶子 🍃 叶子 🍃 🍂 🍁 🌱 🌿 🥬 ☘ 🍀
叶月凉子	叶月凉子 葉月涼子
叶爱	叶爱 叶愛
叶风优莉亚	叶风优莉亚 葉風ゆりあ
号	号 📯️ 号 🎺 📯
司南	司南 🧭
叹	叹 ❗ ❕ ‼️ ⁉️ ⁉ 😮 😲 ¡
叹号	叹号 ❗ ❕ 叹号 ❗ ❕ ‼️ ⁉️ ⁉ ¡
叹号问号	叹号问号 ⁉️
叹气	叹气 😮‍💨 叹气 😮‍💨 [叹气]
叹问号	叹问号 ⁉️
叻仔	叻仔 🤩
叻女	叻女 🤩
吃惊	吃惊 😮 😯 😲 😦 😧
吃比萨	吃比萨 🍕
吃比萨饼	吃比萨饼 🍕
吃瓜	吃瓜 🍉 吃瓜 [吃瓜]
吃糖	吃糖 🍬
吃肉	吃肉 🍖
吃面	吃面 🍜
吃饭	吃饭 ψ(｀∇´)ψ (((((ヾ(o=^•ェ•)o┏━┓
合	合 🈴 合 🈴️ 合 🈴
合上的锁	合上的锁 🔒
合什	合什 🙏🏻️
合作	合作 🤝 合作 🤝🏻
合作愉快	合作愉快 🤝
合十	合十 🙏
合取	合取 ∧
合掌	合掌 🙏
合格	合格 🈴
吉他	吉他 🎸 吉他 🎸️ 吉他 🎸
吉士	吉士 🍮️
吉它	吉它 🎸️
吉尔吉斯共和国	吉尔吉斯共和国 🇰🇬
吉尔吉斯斯坦	吉尔吉斯斯坦 🇰🇬 吉尔吉斯斯坦 🇰🇬
吉川爱美	吉川爱美 吉川あいみ
吉川莲	吉川莲 吉川蓮
吉布地	吉布地 🇩🇯
吉布提	吉布提 🇩🇯 吉布提 🇩🇯 吉布提 🇩🇯
吉布提共和国	吉布提共和国 🇩🇯
吉根柚莉爱	吉根柚莉爱 吉根ゆりあ
吉永好美	吉永好美 吉永このみ
吉泽明步	吉泽明步 吉沢明歩
吉爾吉斯	吉爾吉斯 🇰🇬
吉爾吉斯斯坦	吉爾吉斯斯坦 🇰🇬
吉良铃	吉良铃 吉良りん
吉里巴斯	吉里巴斯 🇰🇮
吉高宁宁	吉高宁宁 吉高寧々
吊牌	吊牌 🏷
同	同 々 〻
同上	同上 〃
同前	同前 〃
同字框	同字框 冂 ⺆
同学	同学 🧑🏻‍🎓
同学女	同学女 👩🏻‍🎓
同学男	同学男 👨🏻‍🎓
同志	同志 👬🏻️
同性	同性 ⚢ ⚣ 🏳️‍🌈 👬 👭 👨‍❤️‍👨 👩‍❤️‍👩 👨‍❤️‍💋‍👨 👩‍❤️‍💋‍👩
同性恋	同性恋 👨‍❤️‍👨 👩‍❤️‍👩 同性恋 ⚢ ⚣ 🏳️‍🌈 👬 👭 👨‍❤️‍👨 👩‍❤️‍👩 👨‍❤️‍💋‍👨 👩‍❤️‍💋‍👩
同性戀	同性戀 🏳️‍🌈
同性旗	同性旗 🏳️‍🌈
同意	同意 🙆‍♂️ 🙆‍♀️ 同意 🙂‍↕️ 同意 (。・∀・)ノ
名	名 ㊔ ㈴
名勝	名勝 🗽 🏰 🗼 🗻 🏯 🏝️ 🏖️ 🌁 🌉 🏞️
后	后 ⬅️ ⬇️ 后 🈝
吐	吐 🤮 吐 🤮 吐 🤮 (>ρ<”)
吐了	吐了 🤮
吐出来	吐出来 🤮
吐司	吐司 🍞️
吐啦	吐啦 🤮
吐瓦魯	吐瓦魯 🇹🇻
吐舌	吐舌 😛 😜 😝 吐舌 😛️ 吐舌 😛 😜 😝
吐舌头	吐舌头 😛 😜 😝 吐舌头 😛️
向上	向上 👆 向上 👆🏻️
向上取整	向上取整 ⌈⌉
向上指	向上指 👆
向上箭头	向上箭头 ⬆️
向下	向下 👇 向下 👇🏻️
向下取整	向下取整 ⌊⌋
向下指	向下指 👇
向下箭头	向下箭头 ⬇️
向右	向右 👉 向右 👉🏻️
向右伸的手	向右伸的手 🫱
向右指	向右指 👉
向右推	向右推 🫸
向右推手	向右推手 🫸
向右推的手	向右推的手 🫸
向右的手	向右的手 🫱
向右箭头	向右箭头 ➡️
向右走	向右走 🚶‍♂️‍➡️ 🚶‍♀️‍➡️
向右跑	向右跑 🏃‍♂️‍➡️ 🏃‍♀️‍➡️
向左	向左 👈 向左 👈🏻️
向左伸的手	向左伸的手 🫲
向左指	向左指 👈
向左推	向左推 🫷
向左推手	向左推手 🫷
向左推的手	向左推的手 🫷
向左的手	向左的手 🫲
向左箭头	向左箭头 ⬅️
向左走	向左走 🚶‍♂️ 🚶‍♀️
向左跑	向左跑 🏃‍♂️ 🏃‍♀️
向日葵	向日葵 🌻 向日葵 🌻️ 向日葵 🌻
向錢看	向錢看 🤑️
向阳花	向阳花 🌻
吓	吓 😦️ 吓 !!!∑(°Д°ノ)ノ (☄⊙ω⊙)☄ (*Φ皿Φ*)
吓人	吓人 😱
吓死	吓死 😱
吓死了	吓死了 😱
君主	君主 🫅
君岛美绪	君岛美绪 君岛みお
否定	否定 ¬
吨	吨 ㌧
含泪	含泪 🥹
含泪的笑脸	含泪的笑脸 🥲
含泪笑脸	含泪笑脸 🥲
含蓄	含蓄 ☺️
听	听 👂 听 👂 🦻 👂🏻 👂🏼 👂🏽 👂🏾 👂🏿
听不见	听不见 🙉
听力障碍	听力障碍 🦻
听诊器	听诊器 🩺 听诊器 🩺
吸把	吸把 🪠 吸把 🪠
吸气	吸气 🫁
吸烟	吸烟 🚬
吸管杯	吸管杯 🥤
吸血鬼	吸血鬼 🧛‍♂️ 🧛‍♀️ 吸血鬼 🧛🏻 吸血鬼 🧛‍♂ 🧛 🧛‍♀ 🧛🏻‍♂️ 🧛🏼‍♂️ 🧛🏽‍♂️ 🧛🏾‍♂️ 🧛🏿‍♂️ 🧛🏻 🧛🏼 🧛🏽 🧛🏾 🧛🏿 🧛🏻‍♀️ 🧛🏼‍♀️ 🧛🏽‍♀️ 🧛🏾‍♀️ 🧛🏿‍♀️
吸血鬼女	吸血鬼女 🧛🏻‍♀️
吸血鬼男	吸血鬼男 🧛🏻‍♂️
吸铁石	吸铁石 🧲 吸铁石 🧲
吹	吹 🌬️ 吹 🈥 🌬
吹口气	吹口气 🌬
吹拂	吹拂 🌬
吹气	吹气 🌬 吹气 🌬️
吹石玲奈	吹石玲奈 吹石れな
吹風	吹風 💨️
吹风	吹风 🌬
吻	吻 💋 吻 💋️ 😘️
吻你	吻你 😘️ 😙️ 😽️ 😽️
吻痕	吻痕 💋
呂宋	呂宋 🇵🇭
呃	呃 🤔 呃 😢️ 😿️ 🤪 呃 (⊙﹏⊙)呃~~ -________-'' (⊙﹏⊙)
呆	呆 (⊙_⊙)
呆子	呆子 🤓
告状	告状 (σ'ω')σ ～(TロT)σ
呕吐	呕吐 🤮 呕吐 🤮 (>ρ<”)
周一	周一 月曜日 げつようび 周一 Mon. Monday
周三	周三 水曜日 すいようび 周三 Wed. Wednesday
周二	周二 火曜日 かようび 周二 Tue. Tuesday
周五	周五 金曜日 きんようび 周五 Fri. Friday
周六	周六 土曜日 どようび 周六 Sat. Saturday
周四	周四 木曜日 もくようび 周四 Thu. Thurs. Thursday
周天	周天 日曜日 にちようび
周日	周日 日曜日 にちようび 周日 Sun. Sunday
周树人	周树人 👨🏻
呲牙	呲牙 😁️
呵呵	呵呵 🙂 🙃 呵呵 🙃️ 🥲 呵呵 눈_눈 (￣▽￣)"
呵护	呵护 🤲🏻
呵欠	呵欠 🥱
呸	呸 😖
呼	呼 ㈺
呼吸	呼吸 👃
呼吸作用	呼吸作用 🫁
呼机	呼机 📟
呼機	呼機 📟️
呼气	呼气 😮‍💨 🫁
命中	命中 🎯 命中 🎯️
和	和 & ∑ ∧
和尚	和尚 👨‍🦲
和平	和平 ☮️ 和平 ☮️ 🕊️
和平手势	和平手势 ✌️
和平标志	和平标志 ☮️
和平的象征	和平的象征 🕊
和平符号	和平符号 ☮️
和平象征	和平象征 🕊
和平鴿	和平鴿 🕊️
和服	和服 👘 和服 👘️ 和服 👘
咒骂	咒骂 🤬
咖啡	咖啡 ☕ 咖啡 ☕️
咖啡杯	咖啡杯 ☕
咖喱	咖喱 🍛 咖喱 🍛
咖喱飯	咖喱飯 🍛️
咖喱饭	咖喱饭 🍛
咦	咦 🤨
咧嘴	咧嘴 😁️
咧嘴笑	咧嘴笑 😁
咬住嘴唇	咬住嘴唇 🫦
咬唇	咬唇 🫦
咬嘴唇	咬嘴唇 🫦 咬嘴唇 🫦
咬牙	咬牙 😬
咬牙切齿	咬牙切齿 😬
哀悼	哀悼 💮️
哆嗦	哆嗦 🥶
哇	哇 😃️ 😯️ 哇 [哇] 🤩 wow~⊙o⊙
哇哦	哇哦 😃️ 😯️
哇喔	哇喔 😯️
哈	哈 😄 哈 😄️ 😸️ 哈 ⸜(⌓̈)⸝
哈哈	哈哈 😄 哈哈 😄️ 😸️ 🤭 哈哈 *´∀`)´∀`)*´∀`)*´∀`) ○(＾皿＾)っHiahiahia…
哈哈哈	哈哈哈 🤣
哈哈哈哈	哈哈哈哈 🤣
哈密瓜	哈密瓜 🍈 哈密瓜 🍈️ 哈密瓜 🍈
哈欠	哈欠 🥱 哈欠 🥱 哈欠 🥱 ٩(๑´0`๑)۶
哈萨克斯坦	哈萨克斯坦 🇰🇿 哈萨克斯坦 🇰🇿
哈萨克斯坦共和国	哈萨克斯坦共和国 🇰🇿
哈薩克	哈薩克 🇰🇿
哈薩克斯坦	哈薩克斯坦 🇰🇿
哈雷	哈雷 ☄️
哈雷彗星	哈雷彗星 ☄️ 哈雷彗星 ☄️
响指	响指 🫰
响铃关闭	响铃关闭 🔕
哎	哎 😮‍💨
哥伦比亚	哥伦比亚 🇨🇴 哥伦比亚 🇨🇴
哥伦比亚共和国	哥伦比亚共和国 🇨🇴
哥倆	哥倆 👬🏻️
哥倆好	哥倆好 👬🏻️
哥倫比亞	哥倫比亞 🇨🇴
哥哥	哥哥 🧍‍♂️
哥妹	哥妹 👫🏻️
哥布林	哥布林 👺
哥弟	哥弟 👬🏻️
哥斯大黎加	哥斯大黎加 🇨🇷
哥斯达黎加	哥斯达黎加 🇨🇷 哥斯达黎加 🇨🇷 哥斯达黎加 🇨🇷
哥斯达黎加共和国	哥斯达黎加共和国 🇨🇷
哦	哦 😮 哦 😮️ 哦 😯 (⊙o⊙)… ´_>` ｍ(o・ω・o)ｍ
哦哦	哦哦 😀️
哦耶	哦耶 ✌️ 哦耶 ✌🏻️
哭	哭 😢 😭 哭 😭️ 哭 😢 😭 🥲 🥹 😿 ಥ_ಥ (*꒦ິ⌓꒦ີ) (இωஇ) థ౪థ (•̥́ˍ•̀ू) 〜(Ｔ△Ｔ〜)(〜Ｔ△Ｔ)〜 〒▽〒 (;´༎ຶД༎ຶ`) o(TヘTo) (ノへ￣、) ┭┮﹏┭┮
哭了	哭了 😢 😭 哭了 😭️
哭泣	哭泣 😢 😭 哭泣 😭️
哭泣猫	哭泣猫 😿
哭泣猫脸	哭泣猫脸 😿
哭泣的猫	哭泣的猫 😿
哭笑	哭笑 😂️ 😹️
哺乳	哺乳 🤱 👩‍🍼 哺乳 🤱🏻 哺乳 🤱 🧑‍🍼 👨‍🍼 👩‍🍼 🤱🏻 🤱🏼 🤱🏽 🤱🏾 🤱🏿 🧑🏻‍🍼 🧑🏼‍🍼 🧑🏽‍🍼 🧑🏾‍🍼 🧑🏿‍🍼 👨🏻‍🍼 👨🏼‍🍼 👨🏽‍🍼 👨🏾‍🍼 👨🏿‍🍼 👩🏻‍🍼 👩🏼‍🍼 👩🏽‍🍼 👩🏾‍🍼 👩🏿‍🍼
哺乳室	哺乳室 🚼
哺乳的女人	哺乳的女人 👩‍🍼
哺乳的男人	哺乳的男人 👨‍🍼
哼	哼 😤 哼 😤️ 😾️ 🙄️ 哼 o(￣ヘ￣o＃) (ˇ╮ˇ)
哼哼	哼哼 😤
唇	唇 💋 👄 唇 👄️
唇印	唇印 💋 唇印 💋️ 唇印 💋
唇彩	唇彩 💄️
唇膏	唇膏 💄 唇膏 💄️
唉	唉 😮‍💨 唉 😪️ 😮‍💨
唓	唓 🤪
唔好意思	唔好意思 🙏🏻️
唔好講	唔好講 🙊️
唔明	唔明 😵‍💫 😵️
唔畀睇	唔畀睇 🙈️
唔畀聽	唔畀聽 🙉️
唔畀講	唔畀講 🙊️
唔知	唔知 😲️ 🤷🏻
唔知女	唔知女 🤷🏻‍♀️
唔知男	唔知男 🤷🏻‍♂️
唔關我事	唔關我事 🤷🏻
唔關我事女	唔關我事女 🤷🏻‍♀️
唔關我事男	唔關我事男 🤷🏻‍♂️
唯井真寻	唯井真寻 唯井まひろ
唯利是圖	唯利是圖 🤑️
唱	唱 🎤️
唱K	唱K 🪩
唱歌	唱歌 🎤️
唵	唵 🕉️
商场	商场 🏬 商场 🏬️ 商场 🏬
商店	商店 🏪 商店 🏪 🏬
商标	商标 ™ 商标 ™ ℠ ®
商标符号	商标符号 ™
商標	商標 ™️
商神之杖	商神之杖 ☤
商神权杖	商神权杖 ☤
商神杖	商神杖 ☤
商販	商販 👲🏻️
商超	商超 🏬
啊	啊 😲 😦 😧 啊 😢️ 😥️ 😿️ 🤨 啊 w(ﾟДﾟ)w (＃°Д°)啊？ ヽ(´･д･｀)ﾉ Ｏ(≧口≦)Ｏ
啊嚏	啊嚏 🤧
問号	問号 ❓️ ❔️
問歎号	問歎号 ⁉️
啤酒	啤酒 🍺 啤酒 🍺️ 啤酒 🍺 🍻
啤酒肚	啤酒肚 🫃
啥也沒说	啥也沒说 🙊️
啥啊	啥啊 😲️
啦啦队	啦啦队 👯🏻 🥳
啦啦队女	啦啦队女 👯🏻‍♀️
啦啦队男	啦啦队男 👯🏻‍♂️
啪啪啪	啪啪啪 👏
啵一个	啵一个 😘
啵儿一个	啵儿一个 😘
喀麥隆	喀麥隆 🇨🇲
喀麦隆	喀麦隆 🇨🇲 喀麦隆 🇨🇲
喀麦隆共和国	喀麦隆共和国 🇨🇲
喂	喂 (#`O′)
喂奶	喂奶 🤱 喂奶 🧑🏻‍🍼 喂奶 🤱 🧑‍🍼 👨‍🍼 👩‍🍼 🤱🏻 🤱🏼 🤱🏽 🤱🏾 🤱🏿 🧑🏻‍🍼 🧑🏼‍🍼 🧑🏽‍🍼 🧑🏾‍🍼 🧑🏿‍🍼 👨🏻‍🍼 👨🏼‍🍼 👨🏽‍🍼 👨🏾‍🍼 👨🏿‍🍼 👩🏻‍🍼 👩🏼‍🍼 👩🏽‍🍼 👩🏾‍🍼 👩🏿‍🍼
喂奶女	喂奶女 👩🏻‍🍼
喂奶男	喂奶男 👨🏻‍🍼
喇叭	喇叭 📢 📣 喇叭 🎺️ 📣️ 喇叭 🎺 📯 📢 📣
喇叭筒	喇叭筒 📣
喊	喊 🗣️
喊話	喊話 🗣️
喔	喔 😮️ 😶️
喔耶	喔耶 ✌🏻️
喜	喜 囍
喜上加喜	喜上加喜 囍
喜愛	喜愛 😻️
喜极而泣	喜极而泣 😹
喜欢	喜欢 😍 ♥️ 喜欢 😗 😙 😚 😍 😘 🥰 (´▽`ʃ♡ƪ)
喜歡	喜歡 ☺️ 😍️ 😻️ 🥰
喜歡你	喜歡你 😍️ 😻️
喜笑颜开	喜笑颜开 🥰
喜马红	喜馬红 🧉
喝咖啡	喝咖啡 ☕
喝多	喝多 🥴
喝多了	喝多了 🥴
喝奶	喝奶 🍼
喝茶	喝茶 🍵
喝醉	喝醉 🥴 喝醉 🥴 （〃｀3′〃）
喝醉了	喝醉了 🥴
喝采	喝采 🥳
喧譁	喧譁 🗣️
喫吧	喫吧 😋️
喫飯	喫飯 🍚️
喫麪	喫麪 🍜️
喬治亞	喬治亞 🇬🇪
單峯駱駝	單峯駱駝 🐪️
單曲循環	單曲循環 🔂️
單板	單板 🏂🏻️
單板滑雪	單板滑雪 🏂🏻️
單親二孩	單親二孩 👩‍👧‍👦
單親家庭	單親家庭 👩‍👦 👩‍👧‍👦
單軌電车	單軌電车 🚝️
單车	單车 🚲️
單选框	單选框 🔘️
喲	喲 😯️
喵	喵 🐱
喵喵	喵喵 🐱
喵喵叫	喵喵叫 🐱
喵喵喵	喵喵喵 🐱
営	営 🈺️
喷嚏	喷嚏 🤧 喷嚏 🤧
喷头	喷头 🚿
喷水	喷水 🐳
喷水的鲸	喷水的鲸 🐳
喷水的鲸鱼	喷水的鲸鱼 🐳
喷泉	喷泉 ⛲ 喷泉 ⛲
嗅	嗅 👃
嗚嗚	嗚嗚 😖️
嗚嗚嗚	嗚嗚嗚 😖️
嗨	嗨 ヾ(≧∇≦*)ゝ (｡･∀･)ﾉﾞ Hi~o(*￣▽￣*)ブ
嗯	嗯 😶️ 🤨
嗯哼	嗯哼 🫤
嗯嗯	嗯嗯 😀️ 嗯嗯 嗯~o(*￣▽￣*)o
嗷	嗷 ┗|｀O′|┛嗷~~ ヾ(≧O≦)〃嗷~ (>▽<)
嘆惜	嘆惜 😮‍💨
嘆气	嘆气 😮‍💨
嘎嘎	嘎嘎 🦆
嘘	嘘 🤫 嘘 🤫 🤭
嘚瑟	嘚瑟 ʅ（´◔౪◔）ʃ ～(￣▽￣～)~ 〜(￣▽￣〜)(〜￣▽￣)〜 ⁽⁽ଘ(ˊᵕˋ)ଓ⁾⁾
嘟嘟车	嘟嘟车 🛺
嘟嘴	嘟嘴 😗️
嘪	嘪 😟️
嘲笑	嘲笑 😝
嘴	嘴 👄 嘴 👄️ 嘴 👄 🫦
嘴唇	嘴唇 👄 嘴唇 👄️ 嘴唇 👄 🫦
嘴巴	嘴巴 👄
嘻嘻	嘻嘻 😁 嘻嘻 😁️ 🤭
嘿嘿	嘿嘿 😁 嘿嘿 😈️ 😏️ 🤭
噁心	噁心 🤢 🤮
噎	噎 [噎住](*⊙~⊙)
噓	噓 🤫
噘嘴	噘嘴 😗 🙎‍♂️ 🙎‍♀️ 噘嘴 😗️ 🙎🏻
噘嘴女	噘嘴女 🙎🏻‍♀️
噘嘴猫	噘嘴猫 😾
噘嘴猫脸	噘嘴猫脸 😾
噘嘴男	噘嘴男 🙎🏻‍♂️
噘嘴的人	噘嘴的人 🙎‍♂️ 🙎‍♀️
噘嘴的猫	噘嘴的猫 😾
噢	噢 😐️ 😮️
噢噢	噢噢 😀️
噢耶	噢耶 ✌🏻️
器官	器官 👁️ 👂🏻 👃🏻 👄 🦷 🧠 🫁 🫀 🦵🏻 🦶🏻 🖐🏻 👅
噴嚏	噴嚏 🤧
噴头	噴头 🚿️
噴气	噴气 💨️
噴泉	噴泉 ⛲️
嚇人	嚇人 😱️ 🙀️
嚇死	嚇死 😱️ 🙀️
四	四 4️⃣ 四 4️⃣ 四 四、 肆 Ⅳ ⅳ 〤 ⁴ ₄ ④ ⓸ 𝟜 ⒋ 🄅 ❹ ➍ 4̣ 4̇ ㊃ ㈣ 4️⃣ 𓃌
四个且	四个且 𠁠
四个乂	四个乂 㸚
四个人	四个人 𠈌
四个先	四个先 𠓙
四个匕	四个匕 𣬅
四个厶	四个厶 𠫬
四个又	四个又 叕
四个口	四个口 㗊
四个囚	四个囚 𡈶
四个困	四个困 𡈹
四个土	四个土 㙓
四个天	四个天 𡚌
四个小	四个小 𡮐
四个屮	四个屮 茻
四个工	四个工 㠭
四个日	四个日 𣊫
四个春	四个春 𣌠
四个曰	四个曰 𣊭
四个月	四个月 朤
四个朿	四个朿 𣡍
四个林	四个林 𣡽
四个果	四个果 𣡾
四个水	四个水 㵘
四个泉	四个泉 𤆁
四个火	四个火 燚
四个牛	四个牛 𤛭
四个田	四个田 𤳳
四个甲	四个甲 𤳵
四个石	四个石 𥗉
四个竹	四个竹 𥷹
四个老	四个老 𦓋
四个興	四个興 𠔻
四个言	四个言 𧮦
四个车	四个车 𨏿
四个金	四个金 𨰻
四个門	四个門 𨷾
四个雲	四个雲 𩇔
四个雷	四个雷 䨻
四个風	四个風 𩙡
四个鱼	四个鱼 䲜
四个龙	四个龙 𪚥
四分之一	四分之一 ¼
四分之三	四分之三 ¾
四分休止符	四分休止符 𝄽
四分音符	四分音符 𝅘𝅥
四口之家	四口之家 👨‍👩‍👧‍👦 👨‍👩‍👦‍👦 👨‍👩‍👧‍👧
四叶草	四叶草 🍀 四叶草 🍀
四字头	四字头 罒
四宫爱丽丝	四宫爱丽丝 四宮ありす
四方帽	四方帽 🎓
四月	四月 Apr. April
四月份	四月份 Apr. April
四次幂	四次幂 ⁴
四次方	四次方 ⁴
四次方根	四次方根 ∜
四氧化三铁	四氧化三铁 Fe₃O₄
四点	四点 🕓 四点 🕓️
四点半	四点半 🕟 四点半 🕟️
四点底	四点底 灬
四点水	四点水 灬
四点钟	四点钟 🕓
四腳蛇	四腳蛇 🦎
四葉草	四葉草 🍀️
四角裤	四角裤 🩳
四轮滑冰鞋	四轮滑冰鞋 🛼
四边形	四边形 ⎕ ⏥
回到开始	回到开始 🔚️
回到頂部	回到頂部 🔝️
回力棒	回力棒 🪃
回力镖	回力镖 🪃
回家	回家 『家』～o(▽｀o)=3=3=3
回形針	回形針 📎️
回形针	回形针 📎 🖇 回形针 📎 🖇 🧷
回收	回收 ♻️ 回收 ♻️
回旋镖	回旋镖 🪃 回旋镖 🪃
回族	回族 ☪️ 🧕🏾
回民	回民 ☪️ 🧕🏾
回电话	回电话 🤙
回车	回车 ↩️
回飞棒	回飞棒 🪃
因为	因为 ∵
团圆饼	团圆饼 🥮
团子	团子 🍡 团子 🍡
囧	囧 😅️ 😰️ 囧 （´Д`）
园田美樱	园田美樱 園田みおん
困	困 😪 🥱 困 😪 😴 🥱 (￣o￣).zZ (o-ωｑ)).oO困 (p.-)(p.-)(p.-)
困乏	困乏 😪
困了	困了 🫩 😪 🥱
困倦	困倦 🫩 😪 🥱
困困	困困 😪
困惑	困惑 😕 😖 🥴 🤔 🤨 ❓ ❔
困扰	困扰 😕
围巾	围巾 🧣 围巾 🧣
围棋	围棋 ⚫ ⚪
固定电话	固定电话 ☎️
固话	固话 ☎️
国字框	国字框 囗
国宝	国宝 🐼
国家公园	国家公园 🏞
国家公園	国家公園 🏞️
国旗	国旗 🏳 🏴 🏁 🇦 🇧 🇨 🇩 🇪 🇫 🇬 🇭 🇮 🇯 🇰 🇱 🇲 🇳 🇴 🇵 🇶 🇷 🇸 🇹 🇺 🇻 🇼 🇽 🇾 🇿 🇨🇳 🇭🇰 🇲🇴 🇺🇸 🇷🇺 🇯🇵 🇰🇷 🇺🇳 🇬🇧 🏳️‍🌈 🇦🇫 🇦🇽 🇦🇱 🇩🇿 🇦🇸 🇦🇩 🇦🇴 🇦🇮 🇦🇶 🇦🇬 🇦🇷 🇦🇲 🇦🇼 🇦🇺 🇦🇹 🇦🇿 🇧🇸 🇧🇭 🇧🇩 🇧🇧 🇧🇾 🇧🇪 🇧🇿 🇧🇯 🇧🇲 🇧🇹 🇧🇴 🇧🇦 🇧🇼 🇧🇷 🇮🇴 🇻🇬 🇧🇳 🇧🇬 🇧🇫 🇧🇮 🇰🇭 🇨🇲 🇨🇦 🇮🇨 🇨🇻 🇧🇶 🇰🇾 🇨🇫 🇹🇩 🇨🇱 🇨🇽 🇨🇨 🇨🇴 🇰🇲 🇨🇬 🇨🇩 🇨🇰 🇨🇷 🇨🇮 🇭🇷 🇨🇺 🇨🇼 🇨🇾 🇨🇿 🇩🇰 🇩🇯 🇩🇲 🇩🇴 🇪🇨 🇪🇬 🇸🇻 🇬🇶 🇪🇷 🇪🇪 🇪🇹 🇪🇺 🇫🇰 🇫🇴 🇫🇯 🇫🇮 🇫🇷 🇬🇫 🇵🇫 🇹🇫 🇬🇦 🇬🇲 🇬🇪 🇩🇪 🇬🇭 🇬🇮 🇬🇷 🇬🇱 🇬🇩 🇬🇩 🇬🇵 🇬🇺 🇬🇹 🇬🇬 🇬🇳 🇬🇼 🇬🇾 🇭🇹 🇭🇳 🇭🇺 🇮🇸 🇮🇳 🇮🇩 🇮🇷 🇮🇶 🇮🇪 🇮🇪 🇮🇲 🇮🇱 🇮🇹 🇯🇲 🎌 🇯🇪 🇯🇴 🇰🇿 🇰🇪 🇰🇮 🇽🇰 🇰🇼 🇰🇬 🇱🇦 🇱🇻 🇱🇧 🇱🇸 🇱🇷 🇱🇾 🇱🇮 🇱🇹 🇱🇺 🇲🇰 🇲🇬 🇲🇼 🇲🇾 🇲🇻 🇲🇱 🇲🇹 🇲🇭 🇲🇶 🇲🇷 🇲🇺 🇾🇹 🇲🇽 🇫🇲 🇲🇩 🇲🇨 🇲🇳 🇲🇪 🇲🇸 🇲🇦 🇲🇿 🇲🇲 🇳🇦 🇳🇷 🇳🇵 🇳🇱 🇳🇨 🇳🇿 🇳🇮 🇳🇪 🇳🇬 🇳🇺 🇳🇫 🇰🇵 🇲🇵 🇳🇴 🇴🇲 🇵🇰 🇵🇼 🇵🇸 🇵🇦 🇵🇬 🇵🇾 🇵🇪 🇵🇭 🇵🇳 🇵🇱 🇵🇹 🇵🇷 🇶🇦 🇷🇪 🇷🇴 🇷🇼 🇼🇸 🇸🇲 🇸🇹 🇸🇦 🇸🇳 🇷🇸 🇸🇨 🇸🇱 🇸🇬 🇸🇽 🇸🇰 🇸🇮 🇬🇸 🇸🇧 🇸🇴 🇿🇦 🇸🇸 🇪🇸 🇱🇰 🇧🇱 🇸🇭 🇰🇳 🇱🇨 🇵🇲 🇻🇨 🇸🇩 🇸🇷 🇸🇿 🇸🇪 🇨🇭 🇸🇾 🇹🇯 🇹🇿 🇹🇭 🇹🇱 🇹🇬 🇹🇰 🇹🇴 🇹🇹 🇹🇳 🇹🇷 🇹🇲 🇹🇨 🇹🇻 🇻🇮 🇺🇬 🇺🇦 🇦🇪 🇬🇧 🇺🇾 🇺🇿 🇻🇺 🇻🇦 🇻🇪 🇻🇳 🇼🇫 🇪🇭 🇾🇪 🇿🇲 🇿🇼
国民党	国民党 ❂
国王	国王 🫅 国王 🤴 🤴🏻 🤴🏼 🤴🏽 🤴🏾 🤴🏿 🫅 🫅🏻 🫅🏼 🫅🏽 🫅🏾 🫅🏿
国际	国际 🌐️
国际象棋	国际象棋 ♟ 国际象棋 ♟️ 国际象棋 ♔ ♕ ♖ ♗ ♘ ♙ ♚ ♛ ♜ ♝ ♞ ♟
国际象棋兵	国际象棋兵 ♟
图书	图书 📖 📚
图瓦卢	图瓦卢 🇹🇻
图表	图表 📊
图钉	图钉 📌 图钉 📌 📍 📎
圆	圆 ⚪ ⚫ 🔴 🔵 🟠 🟡 🟢 🟣 🟤
圆井萌华	圆井萌华 円井萌華
圆周率	圆周率 π
圆图钉	圆图钉 📍
圆圈	圆圈 ⭕
圆形	圆形 ⚫ ⚪ 圆形 ⚪ ⚫ 🔴 🔵 🟠 🟡 🟢 🟣 🟤
圆月	圆月 🌕 🌝
圆桶	圆桶 🪣
圆珠笔	圆珠笔 🖊 圆珠笔 🖊
圆白菜	圆白菜 🥬
圆筒冰淇淋	圆筒冰淇淋 🍦
圆筒冰激凌	圆筒冰激凌 🍦
圈圈	圈圈 ⭕️
圍巾	圍巾 🧣
圍脖	圍脖 🧣
圍颈	圍颈 🧣
圓圈	圓圈 ⭕️
圓形	圓形 🔴 🟠 🟡 🟢 🔵 🟣 🟤 ⚫️ ⚪️
圓月	圓月 🌕️
圓珠筆	圓珠筆 🖊️
圖瓦盧	圖瓦盧 🇹🇻
圖釘	圖釘 📍️
土	土 ㊏ ㈯
土克斯及开科斯羣岛	土克斯及开科斯羣岛 🇹🇨
土库曼斯坦	土库曼斯坦 🇹🇲 土库曼斯坦 🇹🇲
土庫曼	土庫曼 🇹🇲
土庫曼斯坦	土庫曼斯坦 🇹🇲
土星	土星 🪐 土星 🪐 土星 🪐
土耳其	土耳其 🇹🇷 土耳其 🇹🇷 土耳其 🇹🇷
